"address","mirrorAddress","votes","available","poolAddress","isPoSNode"
"cfx:aan8kcycgjxxu69xwrs3f58hpuj4m2pg62dvgzh141","0xB727059769CCCc7eaD63972bA06ABa8fad7e8b35","1","1","cfx:acb24p2mdhtyvmj8cjeu8fpyt7caeh629pjku96xa4",false
"cfx:aasrt3rtst7cdrff3pxzgzv67pb3mwvhbut4u9h4vx","0x99E250AFAb81F65938D5846171eefd83a99ffCbe","7",7,"",true
"cfx:aambchdup6vwcy3ax6by8nak1wky5we5sj6ux11x4g","0x229401C100bBFE86af2DBAf09ecBB36b0761C823","2",2,"",true
"cfx:aamutsn27c8cwnuaa444n8vnvcpnu4ubry0bu2ghxn","0x073Ab4de0227D95841046E0f2DDC0Ac58fc50353","1",1,"",true
"cfx:aattvfjsn0da7vt17rupswmn4d7e02mzgetz7z6t4k","0x6FDDCEa25A9E8294C06166706421DA20c3bE0615","2643",2643,"",true
"cfx:aam7jdgk8340wj51sxntvter7knu1vy626m76zb9ky","0x948Ee83Ff78ACEBcf78C9df5B7e65c2c76a5AA85","33",33,"",true
"cfx:aar0dhb2z2atfp4jzcu7b5f3eam28z3zuur8xfrcdn","0xcA081eA4049744cf8DBE6f835134382Ae9115D03","1","1","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aapdx9jpzjjgd8mn9txz2au506faktz6kawyun8krk","0xB88BA1E372A7721c3D0DC8bae55ca16E00695f69","3","3","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aatjxk5tyze46dpr202cx8gjjk77dxp2bpfttn9bs6","0x5DC3Ef530198a0aEDB53384003aDCBE689498215","1","1","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aasa0az1spuvkjbveedx16rajg03feybpy9cgx4ak5","0x2905789b5e8E635339104C34607eb76F5ea47a24","3","3","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aak4h8mweajb5jzrrdbhng1w9u1b1am5h2j78bac7e","0x0388Cc7254E251F84A12f5a5a487217149719D5b","6","6","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aapv7fe7j6hjb3w8e4ehzc17kb6ervawduc57y6y4d","0x6cb1B298cf5aCeE3BF2F588280a1686757e33A9b","2","2","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aas664t7v2sa7p2wu7tu3dmubc8ytkvvmp5kr1yra1","0x745A78B1c2d874fFb156c05d1e2c93d16a738EBB","9","9","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aamyx9zge1e58cmhnpp4udgbrpn53xybjagnwznmuu","0x1BCB5331FC94c8a7298FD484b274e9D125E74368","25","25","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aasevtbx3829bnj444c46nrnzm5v40hzjjhv7umgrj","0x377A08Dd1975Bae03C9f9674194FC08355927539","0","0","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aas2uabzppasft805weyt1nbmbf18vddm67end8egy","0x2eBaDF0B8A4BE1Ea48cd1E49fdf5263F2f4E6D71","1","1","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aaskm6rp6uhh1vwvkgr933f3p6sy659hcegcnna6df","0x126D2140E19109CA72Aa1054B55638177A50D105","1","0","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aajgzrt7ry527dfrua95asydnz1392tmw24nsdj5e4","0x964CeFBA989053eFdbFAD73c6Af8f323b39eBae7","4","4","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aangt6jxjzzvwgtrghfx0dj8d8ncju7rrpad8t3b6j","0x098F2C2677b7A227d44600292dA79D67E2C30CC3","0","0","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aapzd5gk63dcx4gt5mgnhsn0ajmc6w8f921v2135ep","0xd2ad93789285a34a84EC42E51fEdfBa94Bde7823","50","50","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aarhpzrwm6n5u6r0xxjn571a76p0h2ex9yd1x4kdbd","0x6bea521c4E1E7998023f9e54DbcE27bc71f8C4F5","2","2","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aaj68ata0cy58rg8r360tur3517n2zvm1pxyeasrdv","0x84730224BDf22f06c00C7F2ab9A15375cacc840D","51","51","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aake5pmjmr5hr3a6hkjxc11fd3eugzbpkjv2n4x637","0xCF4e088F607D751f3467842D6D94c09427457bA5","1","1","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aanuz389nev8j8wk62mxrwwbe33k3kjcbpr3d1m5zv","0x16A3Ac2e184A467a8cA87367656c295ed2af69E9","28","28","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aakjwnc2rrpmm1x3yvkrpgrs441dwwfexy6143s59r","0x2d60042fBc294612C308d9C2AF399aa353792c7c","1","1","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aakngs7hb4c1aavpnwas3fj4wx4e82j6apyt542f0w","0xb1ff0585A501273C64a3cA6583B47b00Fe87DE5e","1","1","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aasgygp98kefse9uuwhu435010jme4w7eehn2nvdag","0x74E5886955dA4Bf32043129E6d219D5a62b4a390","0","0","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aas755w0u3c34b0rvz9m730dtaakkc659yvxneg50v","0x1A4aA043264b3bBaf487C8B490317d3B768959A8","0","0","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aan43m8h47rf0u12vvzb55hjr840mb7cnjxe8u5avx","0x7374e6Fa9673d5de94D5A0e26aa90C354E933700","12","12","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aat1p7t9wkpwygk7gw3ze66bjjx45102p2zbdywuaz","0x8bDa60917e779a77A1402Ae8aF744aD3A68Fd20E","6","6","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aaszyz7cx2vs6vc3rh9378pmc7z07u4sdjk2w9rv1t","0x1468dca08D94214b70A784e094C2c5a7EdE5f61f","0","0","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aakk8fpzjjrvbnmm4v6z23s4vxzsbrpe7y76u21rma","0xC0d2f71C8651c866Be286680fefF87ebe42439F5","4","4","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aasjdurf0jdwxj9fm540kw71yf60chufcyjv4kd998","0x0511a6766C2684768787531754A2A7139EF8D2B0","1","1","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aatr8m8udbx004fmhb58weys5k56hdffejfyp2kkk0","0x6fCC95E1c3Aa4bAF7303D775a0B3294225BCf263","18","18","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aasncnepfk3ykjdzunx3amsaarxdm4s8xyxhcwc5sc","0x3456298D45D439b48cB45Dd2D941D20481b1862f","1","1","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aajmms2attaez76cfpwph0sy8vrvvuu4mpe9s8zvmc","0xE34E4037C832F6F5782a660Bf4d926849D7472CB","2","2","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aapsyb2gsem3g9187dnhecmfrv60anj792ghjvgmzw","0x7583FAABA6A073b71785A6217d7943Ecc3e9c87A","2","2","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aar1b39nhafmbk0xz2bbtpfv5e8tadhm3jvvf85242","0xC7476EE18128d5C589F268Ad5f00C96Ec7E90c28","5","5","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aajac5dy599zz3vscey7t6fux90w55kdguxhcmukh7","0x911265D211ABd1d49E4D23FD0876b262fC9731e0","1","0","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aap54j8xt782sa7g2pk2yvevvaatvnappjumeenbu5","0x914D26AF525fF86e52De4311F288C22E0165a6AD","1","0","cfx:acc5086t6uyww6barn1a2b6z8wdmdg376yeu9gczpz",false
"cfx:aas9jv4ts3bsxufk29fwfst7pm74m0gxnu9wykkpyj","0x5b896a5319A785cC4CE64C86aB0E52d8c16a0C74","2",2,"",true
"cfx:aatduf7bgw7utsr39drb038jkyc4tk7y06d794vdeu","0x49638aafb49b99842c8298B89ea49d56c0013c24","16",16,"",true
"cfx:aaryhz3b0kfgy1wsa8hrsg23t36uee8bb6wvxkmym4","0x381be8cF917c0643d10dd21BfAa87B2cB1deeC07","23",23,"",true
"cfx:aarwazh0wmbmnz413uz59utvwt0ssmnejufn1etcdc","0x1b013cD40fE8FACc1b4b83D5886Ee712b56202B6","25",25,"",true
